Latitude;Longitude;OBJECTID;PONTO_RECOLHA_FREGUESIA;PONTO_RECOLHA_LOCAL;CONTENTOR_RESÍDUO;CONTENTOR_TIPO;CONTENTOR_CAPACIDADE;CONTENTOR_QT;CONTENTOR_TOTAL_LITROS
-9,151783576;38,70822132;445;Misericórdia;15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro);Lixos;CV0140;140;3;420
-9,151783576;38,70822132;446;Misericórdia;15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro);Lixos;CV0240;240;2;480
-9,151544743;38,70840356;447;Misericórdia;15830: Bqr do Duro (Ambos (->)(->): R Cais do Tojo - R Cais do Tojo);Lixos;CV0240;240;5;1200
-9,151388528;38,70792751;448;Misericórdia;15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luís I);Lixos;CV0120;120;2;240
-9,151388528;38,70792751;449;Misericórdia;15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luís I);Lixos;CV0090;90;1;90
-9,151388528;38,70792751;450;Misericórdia;15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luís I);Lixos;CV0140;140;2;280
-9,151388528;38,70792751;451;Misericórdia;15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luís I);Lixos;CV0240;240;3;720
-9,147513949;38,71033931;452;Misericórdia;15832: Tv Santa Catarina, 4-6;Lixos;CV0240;240;1;240
-9,147513949;38,71033931;453;Misericórdia;15832: Tv Santa Catarina, 4-6;Lixos;CV0240;240;1;240
-9,147513949;38,71033931;454;Misericórdia;15832: Tv Santa Catarina, 4-6;Vidro;CV0240;240;1;240
-9,148566019;38,70994283;455;Misericórdia;15833: R Ferreiros a Santa Catarina, 20;Lixos;CV0240;240;3;720
-9,148566019;38,70994283;456;Misericórdia;15833: R Ferreiros a Santa Catarina, 20;Lixos;CV0240;240;3;720
-9,150464329;38,70680059;457;Misericórdia;15834: R Instituto Industrial (Ambos (1->5)(2->14): Av 24 de Julho - R Dom Luís I);Lixos;CV0140;140;1;140
-9,150464329;38,70680059;458;Misericórdia;15834: R Instituto Industrial (Ambos (1->5)(2->14): Av 24 de Julho - R Dom Luís I);Lixos;CV0240;240;8;1920
-9,15054864;38,70788079;459;Misericórdia;15836: R Instituto Industrial (Ambos (7->9)(16->22): R Dom Luís I - R da Boavista);Lixos;CV0240;240;23;5520
-9,15054864;38,70788079;460;Misericórdia;15836: R Instituto Industrial (Ambos (7->9)(16->22): R Dom Luís I - R da Boavista);Lixos;CV0140;140;1;140
-9,148518124;38,70980813;461;Misericórdia;15838: R Santa Catarina, 19;Lixos;CV0240;240;4;960
-9,148518124;38,70980813;462;Misericórdia;15838: R Santa Catarina, 19;Lixos;CV0240;240;4;960
-9,147044252;38,70801938;463;Misericórdia;15841: R Moeda (Ambos (1->11)(2->6): R São Paulo - Pc Dom Luís I);Lixos;CV0240;240;9;2160
-9,147044252;38,70801938;464;Misericórdia;15841: R Moeda (Ambos (1->11)(2->6): R São Paulo - Pc Dom Luís I);Lixos;CV0140;140;5;700
-9,147044252;38,70801938;465;Misericórdia;15841: R Moeda (Ambos (1->11)(2->6): R São Paulo - Pc Dom Luís I);Lixos;CV0240;240;9;2160
-9,147044252;38,70801938;466;Misericórdia;15841: R Moeda (Ambos (1->11)(2->6): R São Paulo - Pc Dom Luís I);Lixos;CV0140;140;5;700
-9,146144218;38,70778398;467;Misericórdia;15842: Tv Carvalho (Ambos (->)(->): R Ribeira Nova - Tv Carvalho);Lixos;CV0090;90;1;90
-9,146144218;38,70778398;468;Misericórdia;15842: Tv Carvalho (Ambos (->)(->): R Ribeira Nova - Tv Carvalho);Lixos;CV0090;90;1;90
-9,145639847;38,70788744;469;Misericórdia;15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc São Paulo);Lixos;CV0090;90;1;90
-9,145639847;38,70788744;470;Misericórdia;15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc São Paulo);Lixos;CV0140;140;4;560
-9,145639847;38,70788744;471;Misericórdia;15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc São Paulo);Lixos;CV0240;240;2;480
-9,145639847;38,70788744;472;Misericórdia;15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc São Paulo);Papel e Cartão;CV0090;90;1;90
-9,145639847;38,70788744;473;Misericórdia;15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc São Paulo);Papel e Cartão;CV0140;140;2;280
-9,145988636;38,70816366;474;Misericórdia;15844: Tv Carvalho (Ambos (->)(->): Tv Carvalho - R São Paulo);Lixos;CV0140;140;1;140
-9,145988636;38,70816366;475;Misericórdia;15844: Tv Carvalho (Ambos (->)(->): Tv Carvalho - R São Paulo);Lixos;CV0140;140;1;140
-9,151993526;38,70762498;476;Misericórdia;15845: R Dom Luís I (Ambos (43->55)(30->42): Av Dom Carlos I - Bqr do Duro);Lixos;CV0120;120;1;120
-9,151993526;38,70762498;477;Misericórdia;15845: R Dom Luís I (Ambos (43->55)(30->42): Av Dom Carlos I - Bqr do Duro);Lixos;CV0240;240;20;4800
-9,150935625;38,70760718;478;Misericórdia;15846: R Dom Luís I (Ambos (23->27)(28->28): Bqr do Duro - R Instituto Industrial);Lixos;CV0240;240;5;1200
-9,149935581;38,7076159;479;Misericórdia;15847: R Dom Luís I (Ambos (19->21)(16->22): R Instituto Industrial - Bqr dos Ferreiros);Lixos;CV0240;240;18;4320
-9,149935581;38,7076159;480;Misericórdia;15847: R Dom Luís I (Ambos (19->21)(16->22): R Instituto Industrial - Bqr dos Ferreiros);Lixos;CV0120;120;1;120
-9,148290555;38,70754014;481;Misericórdia;15848: R Dom Luís I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luís I);Lixos;CV0240;240;13;3120
-9,148290555;38,70754014;482;Misericórdia;15848: R Dom Luís I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luís I);Lixos;CV1100;1100;4;4400
-9,148290555;38,70754014;483;Misericórdia;15848: R Dom Luís I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luís I);Lixos;CV0120;120;1;120
-9,148290555;38,70754014;484;Misericórdia;15848: R Dom Luís I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luís I);Lixos;CV0090;90;1;90
-9,147146202;38,70709969;485;Misericórdia;15849: Pc Dom Luís I (Ambos (1->27)(->): R Dom Luís I - Av 24 de Julho);Lixos;CV0240;240;4;960
-9,148353992;38,71039507;486;Misericórdia;15850: Tv Condessa do Rio, Fte 3;Lixos;CV0240;240;3;720
-9,148353992;38,71039507;487;Misericórdia;15850: Tv Condessa do Rio, Fte 3;Lixos;CV0240;240;3;720
-9,148353992;38,71039507;488;Misericórdia;15850: Tv Condessa do Rio, Fte 3;Embalagens;CV0240;240;1;240
-9,146715901;38,70756283;489;Misericórdia;15851: Pc Dom Luís I (Ambos (29->34)(->): R Ribeira Nova - R Dom Luís I);Lixos;CV0240;240;1;240
-9,146715901;38,70756283;490;Misericórdia;15851: Pc Dom Luís I (Ambos (29->34)(->): R Ribeira Nova - R Dom Luís I);Lixos;CV0140;140;2;280
-9,146715901;38,70756283;491;Misericórdia;15851: Pc Dom Luís I (Ambos (29->34)(->): R Ribeira Nova - R Dom Luís I);Papel e Cartão;CV0140;140;2;280
-9,144930015;38,70728106;494;Misericórdia;15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amélia);Lixos;CV0140;140;1;140
-9,144930015;38,70728106;495;Misericórdia;15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amélia);Lixos;CV0120;120;1;120
-9,144930015;38,70728106;496;Misericórdia;15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amélia);Lixos;CV0090;90;1;90
-9,144930015;38,70728106;492;Misericórdia;15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amélia);Lixos;CV0240;240;1;240
-9,144930015;38,70728106;493;Misericórdia;15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amélia);Papel e Cartão;CV0240;240;1;240
-9,145853665;38,7075613;497;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Lixos;CV0120;120;1;120
-9,145853665;38,7075613;498;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Lixos;CV0140;140;3;420
-9,145853665;38,7075613;499;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Lixos;CV0090;90;1;90
-9,145853665;38,7075613;500;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Lixos;CV0240;240;2;480
-9,145853665;38,7075613;501;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Papel e Cartão;CV0340;340;2;680
-9,145853665;38,7075613;502;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Papel e Cartão;CV0090;90;1;90
-9,145853665;38,7075613;503;Misericórdia;15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amélia - Pc Dom Luís I);Papel e Cartão;CV0240;240;3;720
-9,14350797;38,70752758;504;Misericórdia;15855: R São Paulo (Par (->)(2->58): R Corpo Santo - R Flores);Lixos;CV0240;240;3;720
-9,14350797;38,70752758;505;Misericórdia;15855: R São Paulo (Par (->)(2->58): R Corpo Santo - R Flores);Lixos;CV0120;120;1;120
-9,14350797;38,70752758;506;Misericórdia;15855: R São Paulo (Par (->)(2->58): R Corpo Santo - R Flores);Lixos;CV0140;140;5;700
-9,14350797;38,70752758;507;Misericórdia;15855: R São Paulo (Par (->)(2->58): R Corpo Santo - R Flores);Lixos;CV0240;240;3;720
-9,14350797;38,70752758;508;Misericórdia;15855: R São Paulo (Par (->)(2->58): R Corpo Santo - R Flores);Lixos;CV0120;120;1;120
-9,14350797;38,70752758;509;Misericórdia;15855: R São Paulo (Par (->)(2->58): R Corpo Santo - R Flores);Lixos;CV0140;140;5;700
-9,144154727;38,70773817;510;Misericórdia;15856: R São Paulo (Par (->)(60->82): R Flores - Pc São Paulo);Lixos;CV0240;240;4;960
-9,144154727;38,70773817;511;Misericórdia;15856: R São Paulo (Par (->)(60->82): R Flores - Pc São Paulo);Lixos;CV0140;140;2;280
-9,144154727;38,70773817;512;Misericórdia;15856: R São Paulo (Par (->)(60->82): R Flores - Pc São Paulo);Lixos;CV0120;120;1;120
-9,144154727;38,70773817;513;Misericórdia;15856: R São Paulo (Par (->)(60->82): R Flores - Pc São Paulo);Lixos;CV0240;240;4;960
-9,144154727;38,70773817;514;Misericórdia;15856: R São Paulo (Par (->)(60->82): R Flores - Pc São Paulo);Lixos;CV0140;140;2;280
-9,144154727;38,70773817;515;Misericórdia;15856: R São Paulo (Par (->)(60->82): R Flores - Pc São Paulo);Lixos;CV0120;120;1;120
-9,144188704;38,70770185;516;Misericórdia;15857: R São Paulo (Impar (49->69)(->): Pc São Paulo - Tv dos Remolares);Lixos;CV0240;240;1;240
-9,144188704;38,70770185;517;Misericórdia;15857: R São Paulo (Impar (49->69)(->): Pc São Paulo - Tv dos Remolares);Lixos;CV0140;140;1;140
-9,144188704;38,70770185;518;Misericórdia;15857: R São Paulo (Impar (49->69)(->): Pc São Paulo - Tv dos Remolares);Lixos;CV0240;240;1;240
-9,144188704;38,70770185;519;Misericórdia;15857: R São Paulo (Impar (49->69)(->): Pc São Paulo - Tv dos Remolares);Lixos;CV0140;140;1;140
-9,144188704;38,70770185;520;Misericórdia;15857: R São Paulo (Impar (49->69)(->): Pc São Paulo - Tv dos Remolares);Papel e Cartão;CV0140;140;1;140
-9,14351883;38,70748245;521;Misericórdia;15858: R São Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo);Lixos;CV0090;90;1;90
-9,14351883;38,70748245;522;Misericórdia;15858: R São Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo);Lixos;CV0140;140;3;420
-9,14351883;38,70748245;523;Misericórdia;15858: R São Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo);Lixos;CV0240;240;1;240
