Latitude;Longitude;OBJECTID;PONTO_RECOLHA_FREGUESIA;PONTO_RECOLHA_LOCAL;CONTENTOR_RESÍDUO;CONTENTOR_TIPO;CONTENTOR_CAPACIDADE;CONTENTOR_QT;CONTENTOR_TOTAL_LITROS
-9,152018979;38,70860661;412;Misericórdia;15815: Lg Conde-Barão (Ambos (35->39)(34->38): R Mastros - Tv do Cais do Tojo);Lixos;CV0140;140;2;280
-9,152018979;38,70860661;413;Misericórdia;15815: Lg Conde-Barão (Ambos (35->39)(34->38): R Mastros - Tv do Cais do Tojo);Lixos;CV0240;240;1;240
-9,152018979;38,70860661;414;Misericórdia;15815: Lg Conde-Barão (Ambos (35->39)(34->38): R Mastros - Tv do Cais do Tojo);Lixos;CV0120;120;1;120
-9,152018979;38,70860661;415;Misericórdia;15815: Lg Conde-Barão (Ambos (35->39)(34->38): R Mastros - Tv do Cais do Tojo);Lixos;CV0140;140;2;280
-9,152018979;38,70860661;416;Misericórdia;15815: Lg Conde-Barão (Ambos (35->39)(34->38): R Mastros - Tv do Cais do Tojo);Lixos;CV0240;240;1;240
-9,149105527;38,70907338;417;Misericórdia;15818: Tv Marquês de Sampaio (Ambos (->)(->): R da Boavista - R da Boavista);Lixos;CV0240;240;1;240
-9,147649761;38,70856359;418;Misericórdia;15819: R da Boavista (Ambos (1->9)(2->32): R São Paulo - Tv Marquês de Sampaio);Lixos;CV0140;140;9;1260
-9,147649761;38,70856359;419;Misericórdia;15819: R da Boavista (Ambos (1->9)(2->32): R São Paulo - Tv Marquês de Sampaio);Lixos;CV0120;120;2;240
-9,147649761;38,70856359;420;Misericórdia;15819: R da Boavista (Ambos (1->9)(2->32): R São Paulo - Tv Marquês de Sampaio);Lixos;CV0240;240;3;720
-9,147649761;38,70856359;421;Misericórdia;15819: R da Boavista (Ambos (1->9)(2->32): R São Paulo - Tv Marquês de Sampaio);Lixos;CV0090;90;2;180
-9,147649761;38,70856359;422;Misericórdia;15819: R da Boavista (Ambos (1->9)(2->32): R São Paulo - Tv Marquês de Sampaio);Lixos;CV1100;1100;1;1100
-9,14857178;38,70872672;423;Misericórdia;15820: R da Boavista (Ambos (->)(34->84): Tv Marquês de Sampaio - Bqr dos Ferreiros);Lixos;CV0140;140;6;840
-9,14857178;38,70872672;424;Misericórdia;15820: R da Boavista (Ambos (->)(34->84): Tv Marquês de Sampaio - Bqr dos Ferreiros);Lixos;CV0240;240;2;480
-9,14857178;38,70872672;425;Misericórdia;15820: R da Boavista (Ambos (->)(34->84): Tv Marquês de Sampaio - Bqr dos Ferreiros);Lixos;CV0090;90;1;90
-9,149113446;38,7088211;426;Misericórdia;15821: R da Boavista (Ambos (45->49)(86->90): Bqr dos Ferreiros - Tv Marquês de Sampaio);Lixos;CV0140;140;2;280
-9,149113446;38,7088211;427;Misericórdia;15821: R da Boavista (Ambos (45->49)(86->90): Bqr dos Ferreiros - Tv Marquês de Sampaio);Lixos;CV0240;240;2;480
-9,149113446;38,7088211;428;Misericórdia;15821: R da Boavista (Ambos (45->49)(86->90): Bqr dos Ferreiros - Tv Marquês de Sampaio);Lixos;CV0090;90;1;90
-9,149493546;38,70887183;429;Misericórdia;15822: R da Boavista (Ambos (51->67)(96->118): Tv Marquês de Sampaio - Pto Galega (Rua da Boavista, 118));Lixos;CV0090;90;2;180
-9,149493546;38,70887183;430;Misericórdia;15822: R da Boavista (Ambos (51->67)(96->118): Tv Marquês de Sampaio - Pto Galega (Rua da Boavista, 118));Lixos;CV0120;120;1;120
-9,149493546;38,70887183;431;Misericórdia;15822: R da Boavista (Ambos (51->67)(96->118): Tv Marquês de Sampaio - Pto Galega (Rua da Boavista, 118));Lixos;CV0140;140;1;140
-9,149493546;38,70887183;432;Misericórdia;15822: R da Boavista (Ambos (51->67)(96->118): Tv Marquês de Sampaio - Pto Galega (Rua da Boavista, 118));Lixos;CV0240;240;3;720
-9,150183884;38,70891086;433;Misericórdia;15823: R da Boavista (Ambos (69->83)(120->176): Pto Galega (Rua da Boavista, 118) - R Instituto Industrial);Lixos;CV0140;140;12;1680
-9,150183884;38,70891086;434;Misericórdia;15823: R da Boavista (Ambos (69->83)(120->176): Pto Galega (Rua da Boavista, 118) - R Instituto Industrial);Lixos;CV0090;90;3;270
-9,150183884;38,70891086;435;Misericórdia;15823: R da Boavista (Ambos (69->83)(120->176): Pto Galega (Rua da Boavista, 118) - R Instituto Industrial);Lixos;CV0240;240;13;3120
-9,150183884;38,70891086;436;Misericórdia;15823: R da Boavista (Ambos (69->83)(120->176): Pto Galega (Rua da Boavista, 118) - R Instituto Industrial);Lixos;CV0120;120;1;120
-9,150793117;38,70890555;437;Misericórdia;15824: R da Boavista (Ambos (->93)(180->186): R Instituto Industrial - Lg Conde-Barão);Lixos;CV0140;140;2;280
-9,150793117;38,70890555;438;Misericórdia;15824: R da Boavista (Ambos (->93)(180->186): R Instituto Industrial - Lg Conde-Barão);Lixos;CV0120;120;1;120
-9,150793117;38,70890555;439;Misericórdia;15824: R da Boavista (Ambos (->93)(180->186): R Instituto Industrial - Lg Conde-Barão);Lixos;CV0090;90;1;90
-9,152060348;38,70828196;440;Misericórdia;15825: Tv do Cais do Tojo (Ambos (->)(->): R Cais do Tojo - R Cais do Tojo);Lixos;CV0140;140;1;140
-9,152472114;38,70813424;441;Misericórdia;15827: R Cais do Tojo (Ambos (33->57)(34->62): Av Dom Carlos I - Tv do Cais do Tojo);Lixos;CV0240;240;8;1920
-9,152472114;38,70813424;442;Misericórdia;15827: R Cais do Tojo (Ambos (33->57)(34->62): Av Dom Carlos I - Tv do Cais do Tojo);Lixos;CV0120;120;1;120
-9,151783576;38,70822132;443;Misericórdia;15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro);Lixos;CV0090;90;1;90
-9,151783576;38,70822132;444;Misericórdia;15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro);Lixos;CV0120;120;1;120
